Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
1787,Gabrielchihonglee-Bot 5,Gabrielchihonglee-Bot,Information provision
1788,Gabrielchihonglee-Bot 3,Gabrielchihonglee-Bot,Operational
1789,Gabrielchihonglee-Bot,Gabrielchihonglee-Bot,Operational
1790,Gabrielchihonglee-Bot 4,Gabrielchihonglee-Bot,Operational
1791,Gabrielchihonglee-Bot 6,Gabrielchihonglee-Bot,Task allocation
1792,Gaelan Bot,Gaelan Bot,Operational
1793,Gaelan Bot 2,Gaelan Bot,Operational
1794,GaemariBot,GaemariBot,Other
1795,GalliumBot,GalliumBot,Information provision
1796,GalliumBot 2,GalliumBot,Information provision
1797,GalliumBot 3,GalliumBot,Information provision
1798,Galobot 4,Galobot,Task division
1799,Galobot,Galobot,Operational
1800,Galobot 3,Galobot,Operational
1801,Galobot 2,Galobot,Task allocation
1802,GameSpot-Eng-Bot,GameSpot-Eng-Bot,Operational
1803,Ganeshbot 8,Ganeshbot,Operational
1804,Ganeshbot 10,Ganeshbot,Task division
1805,Ganeshbot,Ganeshbot,Task division
1806,Ganeshbot 9,Ganeshbot,Operational
1807,Ganeshbot 1,Ganeshbot,Task division
1808,Ganeshbot 11,Ganeshbot,Task division
1809,Ganeshbot 2,Ganeshbot,Operational
1810,Ganeshbot 7,Ganeshbot,Operational
1811,Ganeshbot 5,Ganeshbot,Task division
1812,Ganeshbot 0,Ganeshbot,Task division
1813,Ganeshbot 3,Ganeshbot,Operational
1814,Ganeshbot 4,Ganeshbot,Task division
1815,GanimalBot,GanimalBot,Information provision
1816,Ganongbot,Ganongbot,Operational
1817,GargoyleBot,GargoyleBot,Operational
1818,Gdr,Gdr,Operational
1819,Gdrbot,Gdrbot,Operational
1820,Gedimon,Gedimon,Operational
1821,GeertivpBot,GeertivpBot,Other
1822,Geimas5Bot,Geimas5Bot,Interwiki
1823,Geimas5Bot~enwiki,Geimas5Bot~enwiki,Other
1824,Genderlessbot,Genderlessbot,Other
1825,GeneGoBot,GeneGoBot,Operational
1826,GeneWikiBT,GeneWikiBT,Information provision
1827,GeneralBotability,GeneralBotability,Operational
1828,GeneralBotability 2,GeneralBotability,Operational
1829,GeniusBot,GeniusBot,Other
1830,GeorgeMoneyBot,GeorgeMoneyBot,Operational
1831,GeorgeMoneyBot-status,GeorgeMoneyBot-status,Other
1832,Gerakibot,Gerakibot,Interwiki
1833,GhalyBot,GhalyBot,Interwiki
1834,GiftBot,GiftBot,Other
1835,Giggabot,Giggabot,Task allocation
1836,Giggabot 4,Giggabot,Task division
1837,Giggabot 3,Giggabot,Operational
1838,Giggabot 2,Giggabot,Task allocation
1839,Giggabot 5,Giggabot,Information provision
1840,GilerBot,GilerBot,Other
1841,GimmeBot,GimmeBot,Information provision
1842,GimmeBot 2,GimmeBot,Operational
1843,GimmeBot 3,GimmeBot,Operational
1844,Ginosbot,Ginosbot,Interwiki
1845,GnawnBot,GnawnBot,Interwiki
1846,Gnome (Bot) 2,Gnome (Bot),Operational
1847,Gnome (Bot) 4,Gnome (Bot),Operational
1848,Gnome (Bot) 3,Gnome (Bot),Operational
1849,Gnome (Bot),Gnome (Bot),Other
1850,Goalkeeperbot,Goalkeeperbot,Other
1851,GoatBot,GoatBot,Other
1852,GoblinBot,GoblinBot,Task allocation
1853,Gobot5555,Gobot5555,Other
1854,GomBot,GomBot,Other
1855,Good Article Patrol Bot,Good Article Patrol Bot,Task division
1856,GracenotesBot,GracenotesBot,Operational
1857,Grafikbot,Grafikbot,Task allocation
1858,GrammaBot,GrammaBot,Other
1859,Grammabot,Grammabot,Operational
1860,Grammarbot,Grammarbot,Operational
1861,Grammerbot,Grammerbot,Operational
1862,GrashoofdBot,GrashoofdBot,Interwiki
1863,GrassnBreadBot~enwiki,GrassnBreadBot~enwiki,Interwiki
1864,GreenC,GreenC,Other
1865,GreenC bot 18,GreenC bot,Operational
1866,GreenC bot 16,GreenC bot,Operational
1867,GreenC bot 2,GreenC bot,Operational
1868,GreenC bot 5,GreenC bot,Operational
1869,GreenC bot 10,GreenC bot,Operational
1870,GreenC bot 7,GreenC bot,Task allocation
1871,GreenC bot,GreenC bot,Operational
1872,GreenC bot 17,GreenC bot,Operational
1873,GreenC bot 13,GreenC bot,Operational
1874,GreenC bot 11,GreenC bot,Operational
1875,GreenC bot 20,GreenC bot,Exception management
1876,GreenC bot 6,GreenC bot,Operational
1877,GreenC bot 12,GreenC bot,Operational
1878,GreenC bot 3,GreenC bot,Operational
1879,GreenC bot 9,GreenC bot,Operational
1880,GreenC bot 4,GreenC bot,Operational
1881,GreenC bot 8,GreenC bot,Operational
1882,GreenC bot 14,GreenC bot,Operational
1883,GregBot,GregBot,Other
1884,Grim Reaper Bot,Grim Reaper Bot,Information provision
1885,GrinBot,GrinBot,Interwiki
1886,GrooveBot,GrooveBot,Task allocation
1887,GrouchoBot,GrouchoBot,Interwiki
1888,Guanabot,Guanabot,Operational
1889,Guanabot2,Guanabot2,Other
1890,Guardian Robot 3568NG,Guardian Robot 3568NG,Exception management
1891,Guoguo12Bot,Guoguo12Bot,Other
1892,GurchBot 2,GurchBot,Operational
1893,GurchBot,GurchBot,Other
1894,GurchBot 3,GurchBot,Task allocation
1895,H.b.shbot,H.b.shbot,Operational
1896,H2Bot,H2Bot,Interwiki
1897,H3llBot 3,H3llBot,Operational
1898,H3llBot,H3llBot,Operational
1899,H3llBot 9,H3llBot,Operational
1900,H3llBot 8,H3llBot,Operational
1901,H3llBot 11,H3llBot,Operational
1902,H3llBot 5,H3llBot,Operational
1903,H3llBot 10,H3llBot,Operational
1904,H3llBot 2,H3llBot,Operational
1905,H3llBot 7,H3llBot,Operational
1906,H3llBot 6,H3llBot,Operational
1907,H3llBot 4,H3llBot,Operational
1908,H3llBot 2b,H3llBot 2b,Operational
1909,H3llBot 2c,H3llBot 2c,Operational
1910,H92Bot,H92Bot,Interwiki
1911,HBC AIV helperbot,HBC AIV helperbot,Exception management
1912,HBC AIV helperbot 8,HBC AIV helperbot,Exception management
1913,HBC AIV helperbot 2,HBC AIV helperbot,Information provision
1914,HBC AIV helperbot 10,HBC AIV helperbot,Exception management
1915,HBC AIV helperbot 3,HBC AIV helperbot,Exception management
1916,HBC AIV helperbot11,HBC AIV helperbot11,Exception management
1917,HBC AIV helperbot12,HBC AIV helperbot12,Exception management
1918,HBC AIV helperbot2,HBC AIV helperbot2,Exception management
1919,HBC AIV helperbot3,HBC AIV helperbot3,Exception management
1920,HBC AIV helperbot4,HBC AIV helperbot4,Exception management
1921,HBC AIV helperbot5,HBC AIV helperbot5,Other
1922,HBC AIV helperbot5 2,HBC AIV helperbot5,Exception management
1923,HBC AIV helperbot5 (1st request),HBC AIV helperbot5 (1st request),Exception management
1924,HBC AIV helperbot7,HBC AIV helperbot7,Exception management
1925,HBC AIV helperbot9,HBC AIV helperbot9,Other
1926,HBC Archive Indexerbot,HBC Archive Indexerbot,Information provision
1927,HBC NameWatcherBot,HBC NameWatcherBot,Exception management
1928,HBC RenameClerkBot,HBC RenameClerkBot,Information provision
1929,HBC archive builderbot,HBC archive builderbot,Information provision
1930,HFbot,HFbot,Operational
1931,HMBot,HMBot,Interwiki
1932,HMBot~enwiki,HMBot~enwiki,Interwiki
1933,HRoestBot,HRoestBot,Interwiki
1934,Hacker-index,Hacker-index,Exception management
1935,HagermanBot 2,HagermanBot,Exception management
1936,HagermanBot,HagermanBot,Operational
1937,HairBot,HairBot,Operational
1938,HairBot 2,HairBot,Operational
1939,HaleBot,HaleBot,Information provision
1940,Halibott,Halibott,Operational
1941,HallowBot,HallowBot,Other
1942,Hamlet Prince of Robots,Hamlet Prince of Robots,Operational
1943,Hamlet Prince of Robots,Hamlet Prince of Robots,Other
1944,HappyBot,HappyBot,Other
1945,Harej bot,Harej bot,Task division
1946,HarrivBOT,HarrivBOT,Interwiki
1947,Harry07Bot,Harry07Bot,Other
1948,HasharBot~enwiki,HasharBot~enwiki,Other
1949,Hassan.m.aminbot,Hassan.m.aminbot,Exception management
1950,HasteurBot 2,HasteurBot,Exception management
1951,HasteurBot 12,HasteurBot,Exception management
1952,HasteurBot 7,HasteurBot,Task allocation
1953,HasteurBot 14,HasteurBot,Exception management
1954,HasteurBot 3,HasteurBot,Operational
1955,HasteurBot 11,HasteurBot,Operational
1956,HasteurBot 8,HasteurBot,Operational
1957,HasteurBot,HasteurBot,Exception management
1958,HasteurBot 5,HasteurBot,Task allocation
1959,HasteurBot 6,HasteurBot,Operational
1960,HasteurBot 10,HasteurBot,Operational
1961,HasteurBot 15,HasteurBot,Task allocation
1962,HasteurBot 9,HasteurBot,Task allocation
1963,HasteurBot 4,HasteurBot,Operational
1964,HasteurBot 13,HasteurBot,Operational
1965,HawkEyeBot,HawkEyeBot,Operational
1966,Hazard-Bot 16,Hazard-Bot,Operational
1967,Hazard-Bot,Hazard-Bot,Operational
1968,Hazard-Bot 17,Hazard-Bot,Operational
1969,Hazard-Bot 12,Hazard-Bot,Exception management
1970,Hazard-Bot 25,Hazard-Bot,Exception management
1971,Hazard-Bot 7,Hazard-Bot,Task allocation
1972,Hazard-Bot 31,Hazard-Bot,Operational
1973,Hazard-Bot 22,Hazard-Bot,Interwiki
1974,Hazard-Bot 21,Hazard-Bot,Operational
1975,Hazard-Bot 4,Hazard-Bot,Operational
1976,Hazard-Bot 18,Hazard-Bot,Interwiki
1977,Hazard-Bot 33,Hazard-Bot,Task allocation
1978,Hazard-Bot 34,Hazard-Bot,Information provision
1979,Hazard-Bot 27,Hazard-Bot,Task division
1980,Hazard-Bot 6,Hazard-Bot,Task allocation
1981,Hazard-Bot 15,Hazard-Bot,Operational
1982,Hazard-Bot 14,Hazard-Bot,Operational
1983,Hazard-Bot 2,Hazard-Bot,Task allocation
1984,Hazard-Bot 3,Hazard-Bot,Task allocation
1985,Hazard-Bot 23,Hazard-Bot,Task division
1986,Hazard-Bot 29,Hazard-Bot,Operational
1987,Hazard-Bot 30,Hazard-Bot,Operational
1988,Hazard-Bot 11,Hazard-Bot,Operational
1989,Hazard-Bot 26,Hazard-Bot,Information provision
1990,Hazard-Bot 20,Hazard-Bot,Operational
1991,Hazard-Bot 13,Hazard-Bot,Operational
1992,Hazard-Bot 5,Hazard-Bot,Operational
1993,Hazard-Bot 9,Hazard-Bot,Operational
1994,Hazard-Bot 19,Hazard-Bot,Operational
1995,Hazard-Bot 24,Hazard-Bot,Operational
1996,Hazard-Bot 10,Hazard-Bot,Operational
1997,Hazard-Bot 28,Hazard-Bot,Operational
1998,Hazard-Bot 8,Hazard-Bot,Operational
1999,Hazard-Bot 32,Hazard-Bot,Operational
2000,Heikobot,Heikobot,Interwiki
2001,HelloWorldBot,HelloWorldBot,Task division
2002,Helperbot 3,Helperbot,Information provision
2003,Helpful Pixie Bot 53,Helpful Pixie Bot,Operational
2004,Helpful Pixie Bot 51,Helpful Pixie Bot,Operational
2005,Helpful Pixie Bot 46,Helpful Pixie Bot,Operational
2006,Helpful Pixie Bot 46,Helpful Pixie Bot,Operational
2007,Helpful Pixie Bot 6,Helpful Pixie Bot,Operational
2008,Helpful Pixie Bot 48,Helpful Pixie Bot,Operational
2009,Helpful Pixie Bot 47,Helpful Pixie Bot,Operational
2010,Helpful Pixie Bot 54,Helpful Pixie Bot,Operational
2011,Helpful Pixie Bot 49,Helpful Pixie Bot,Interwiki
2012,Helpful Pixie Bot,Helpful Pixie Bot,Operational
2013,Helpful Pixie Bot 44,Helpful Pixie Bot,Operational
2014,Helpful Pixie Bot 45,Helpful Pixie Bot,Operational
2015,Helpful Pixie Bot 45,Helpful Pixie Bot,Operational
2016,Helpful Pixie Bot 52,Helpful Pixie Bot,Operational
2017,Helpful Pixie Bot 50,Helpful Pixie Bot,Operational
2018,Helsabot,Helsabot,Task allocation
2019,Helsabt,Helsabt,Other
2020,HerculeBot 2,HerculeBot,Interwiki
2021,HerculeBot,HerculeBot,Interwiki
2022,HermesBot 8,HermesBot,Operational
2023,HermesBot 3,HermesBot,Operational
2024,HermesBot 4,HermesBot,Interwiki
2025,HermesBot 10,HermesBot,Operational
2026,HermesBot 11,HermesBot,Exception management
2027,HermesBot 5,HermesBot,Operational
2028,HermesBot 2,HermesBot,Operational
2029,HermesBot,HermesBot,Task allocation
2030,HermesBot 6,HermesBot,Exception management
2031,HermesBot 9,HermesBot,Operational
2032,HermesBot 7,HermesBot,Exception management
2033,HersfoldArbClerkBot,HersfoldArbClerkBot,Exception management
2034,HersfoldBot,HersfoldBot,Operational
2035,HersfoldCiteBot,HersfoldCiteBot,Operational
2036,HhhipBot,HhhipBot,Task division
2037,HiDrNickBot,HiDrNickBot,Exception management
2038,HiTeCBot,HiTeCBot,Task division
2039,HiW-Bot,HiW-Bot,Interwiki
2040,HiW-Bot 2,HiW-Bot,Operational
2041,Hidalgosbot,Hidalgosbot,Other
2042,HighInBCBot,HighInBCBot,Other
2043,Hind ji,Hind ji,Exception management
2044,Hintssbot,Hintssbot,Operational
2045,Hmainsbot1,Hmainsbot1,Operational
2046,Hockeybot,Hockeybot,Task division
2047,Homobot,Homobot,Interwiki
2048,HooptyBot,HooptyBot,Information provision
2049,HostBot 7,HostBot,Task allocation
2050,HostBot 2,HostBot,Task allocation
2051,HostBot 9,HostBot,Task allocation
2052,HostBot 3,HostBot,Task allocation
2053,HostBot 4,HostBot,Reward provision
2054,HostBot,HostBot,Task allocation
2055,HostBot 5,HostBot,Reward provision
2056,HostBot 6,HostBot,Task allocation
2057,HostBot 8,HostBot,Information provision
2058,Hot Riley Bot,Hot Riley Bot,Exception management
2059,HotArticlesBot,HotArticlesBot,Information provision
2060,HtonlBot,HtonlBot,Task division
2061,HueSatLumBot,HueSatLumBot,Other
2062,HujiBot,HujiBot,Interwiki
2063,Humbot,Humbot,Operational
2064,Huzzlet the bot,Huzzlet the bot,Interwiki
2065,Hxhbot,Hxhbot,Interwiki
2066,HydraBot,HydraBot,Other
2067,I Doh Bot,I Doh Bot,Operational
2068,"I,Robot","I,Robot",Information provision
2069,IABot,IABot,Other
2070,IABot~usurped,IABot~usurped,Operational
2071,IByte,IByte,Task division
2072,IDbot,IDbot,Other
2073,IJohnKennadyBot,IJohnKennadyBot,Other
2074,IPLRecordsUpdateBot,IPLRecordsUpdateBot,Operational
2075,IPTaggerBot,IPTaggerBot,Operational
2076,IainadamsBot,IainadamsBot,Information provision
2077,Iamsouravranabot,Iamsouravranabot,Operational
2078,IcalaniseBot,IcalaniseBot,Operational
2079,IdeoBot,IdeoBot,Operational
2080,Idioma-bot,Idioma-bot,Interwiki
2081,IgnoranceBot,IgnoranceBot,Other
2082,Igor,Igor,Task division
2083,Ilmari Karonen's adminbot,Ilmari Karonen's adminbot,Exception management
2084,IluvatarBot,IluvatarBot,Interwiki
2085,Image Rapture Bot,Image Rapture Bot,Other
2086,Image Screening Bot,Image Screening Bot,Exception management
2087,Image-req-proj-bot,Image-req-proj-bot,Task division
2088,ImageBacklogBot,ImageBacklogBot,Operational
2089,ImageBacklogBot 2,ImageBacklogBot,Exception management
2090,ImageBot,ImageBot,Exception management
2091,ImageRemovalBot 2,ImageRemovalBot,Operational
2092,ImageRemovalBot,ImageRemovalBot,Operational
2093,ImageResizeBot,ImageResizeBot,Other
2094,ImageTagBot,ImageTagBot,Exception management
2095,ImageTaggingBot,ImageTaggingBot,Exception management
2096,Imbot1,Imbot1,Other
2097,Importantppl detect,Importantppl detect,Task division
2098,InactivityEmailBot,InactivityEmailBot,Information provision
2099,InceptionBot,InceptionBot,Task division
2100,IndentBot,IndentBot,Operational
2101,Indruraz,Indruraz,Operational
2102,IndvTbot,IndvTbot,Interwiki
2103,InfoBot~enwiki,InfoBot~enwiki,Information provision
2104,Infobox Bot,Infobox Bot,Task division
2105,Infobox Journal Update Bot,Infobox Journal Update Bot,Operational
2106,InfoboxBot,InfoboxBot,Operational
2107,IngenuityBot 2,IngenuityBot,Operational
2108,IngenuityBot,IngenuityBot,Task division
2109,IngenuityBot 3,IngenuityBot,Information provision
2110,Innocent bot,Innocent bot,Other
2111,Innocent iwbot,Innocent iwbot,Interwiki
2112,InsideoutBot,InsideoutBot,Operational
2113,InstructorCommentBot,InstructorCommentBot,Information provision
2114,Int21hBot,Int21hBot,Other
2115,Intbot,Intbot,Interwiki
2116,InternetArchiveBot,InternetArchiveBot,Operational
2117,InternetArchiveBot 2,InternetArchiveBot,Operational
2118,InternetArchiveBot 3,InternetArchiveBot,Operational
2119,InterwikiConversionBot,InterwikiConversionBot,Interwiki
2120,Interwikis,Interwikis,Other
2121,Intibot,Intibot,Other
2122,Invadibot,Invadibot,Other
2123,Ipatrol-bot,Ipatrol-bot,Operational
2124,Ir4ubot,Ir4ubot,Other
2125,IrcamBot,IrcamBot,Operational
2126,IronBot,IronBot,Exception management
2127,IsraBot,IsraBot,Task division
2128,Iswatchbot,Iswatchbot,Other
2129,Italic title bot 2,Italic title bot,Operational
2130,Italic title bot,Italic title bot,Operational
2131,Itubot,Itubot,Operational
2132,IznoBot 2,IznoBot,Operational
2133,IznoBot 3,IznoBot,Operational
2134,IznoBot,IznoBot,Operational
2135,IznoBot 3B,IznoBot 3B,Operational
2136,J Milburn Bot,J Milburn Bot,Operational
2137,J Milburn Bot 3,J Milburn Bot,Operational
2138,J Milburn Bot 2,J Milburn Bot,Operational
2139,J Milburn Bot 4,J Milburn Bot,Exception management
2140,J Milburn Bot 5,J Milburn Bot,Operational
2141,JAF1999,JAF1999,Exception management
2142,JATMBot,JATMBot,Exception management
2143,JAnDbot,JAnDbot,Interwiki
2144,JBradley Bot 2,JBradley Bot,Operational
2145,JBradley Bot,JBradley Bot,Operational
2146,JCW-CleanerBot 4,JCW-CleanerBot,Operational
2147,JCW-CleanerBot 2,JCW-CleanerBot,Operational
2148,JCW-CleanerBot,JCW-CleanerBot,Operational
2149,JCW-CleanerBot 3,JCW-CleanerBot,Operational
2150,JCbot 3,JCbot,Operational
2151,JCbot 2,JCbot,Task allocation
2152,JCbot 5,JCbot,Operational
2153,JCbot 4,JCbot,Operational
2154,JCbot,JCbot,Operational
2155,JJBot,JJBot,Task allocation
2156,JJBot 2,JJBot,Task allocation
2157,JJK Bot,JJK Bot,Operational
2158,JJMC89 bot 5,JJMC89 bot,Other
2159,JJMC89 bot 6,JJMC89 bot,Operational
2160,JJMC89 bot 14,JJMC89 bot,Operational
2161,JJMC89 bot 17,JJMC89 bot,Operational
2162,JJMC89 bot,JJMC89 bot,Operational
2163,JJMC89 bot 12,JJMC89 bot,Exception management
2164,JJMC89 bot 21,JJMC89 bot,Operational
2165,JJMC89 bot 9,JJMC89 bot,Operational
2166,JJMC89 bot 18,JJMC89 bot,Exception management
2167,JJMC89 bot 19,JJMC89 bot,Exception management
2168,JJMC89 bot 4,JJMC89 bot,Operational
2169,JJMC89 bot 3,JJMC89 bot,Operational
2170,JJMC89 bot 20,JJMC89 bot,Operational
2171,JJMC89 bot 8,JJMC89 bot,Operational
2172,JJMC89 bot 7,JJMC89 bot,Operational
2173,JJMC89 bot 10,JJMC89 bot,Operational
2174,JJMC89 bot 2,JJMC89 bot,Operational
2175,JJMC89 bot 11,JJMC89 bot,Information provision
2176,JJMC89 bot 16,JJMC89 bot,Information provision
2177,JJMC89 bot 13,JJMC89 bot,Information provision
2178,JJMC89 bot 15,JJMC89 bot,Operational
2179,JJMC89 bot II,JJMC89 bot II,Other
2180,JJMC89 bot II,JJMC89 bot II,Operational
2181,JJMC89 bot III,JJMC89 bot III,Operational
2182,JL-Bot 5,JL-Bot,Information provision
2183,JL-Bot 2,JL-Bot,Operational
2184,JL-Bot 3,JL-Bot,Operational
2185,JL-Bot 6,JL-Bot,Operational
2186,JL-Bot 8,JL-Bot,Information provision
2187,JL-Bot 7,JL-Bot,Information provision
2188,JL-Bot,JL-Bot,Operational
2189,JL-Bot 4,JL-Bot,Operational
2190,JMuniBot,JMuniBot,Operational
2191,JThorneBOT,JThorneBOT,Other
2192,JVbot,JVbot,Operational
2193,JVbot 2,JVbot,Exception management
2194,JVbot 3,JVbot,Exception management
2195,JYBot,JYBot,Interwiki
2196,JaGaBot,JaGaBot,Information provision
2197,JabbaTheBot,JabbaTheBot,Operational
2198,JackBot,JackBot,Interwiki
2199,JackieBot,JackieBot,Interwiki
2200,JackieBot 1,JackieBot,Operational
2201,JacobBot 2,JacobBot,Operational
2202,JagRoBot,JagRoBot,Operational
2203,Jager Bot,Jager Bot,Operational
2204,JaguarBot,JaguarBot,Task division
2205,Jakebot,Jakebot,Operational
2206,JamietwBot,JamietwBot,Operational
2207,JamietwBot 2,JamietwBot,Operational
2208,JaneciaBot,JaneciaBot,Other
2209,Janna,Janna,Other
2210,Janna Isabot,Janna Isabot,Operational
2211,Japbot,Japbot,Other
2212,JarBot 3,JarBot,Task allocation
2213,JarBot,JarBot,Operational
2214,JarBot 2,JarBot,Other
2215,JaskaBOT,JaskaBOT,Other
2216,JatBot,JatBot,Other
2217,Jayden54Bot,Jayden54Bot,Information provision
2218,Jbawt,Jbawt,Other
2219,JdforresterBot,JdforresterBot,Other
2220,JeffGBot,JeffGBot,Operational
2221,Jenakarthik-Bot,Jenakarthik-Bot,Task division
2222,Jeremybot,Jeremybot,Information provision
2223,Jerodlycett-autobot,Jerodlycett-autobot,Operational
2224,JerryBot,JerryBot,Operational
2225,JetBot,JetBot,Exception management
2226,JhealdBot,JhealdBot,Operational
2227,JhsBot,JhsBot,Interwiki
2228,Jimmy the Bot,Jimmy the Bot,Operational
2229,Jitse's bot,Jitse's bot,Information provision
2230,Jmax-bot,Jmax-bot,Information provision
2231,Jnanabot,Jnanabot,Other
2232,Joe's Null Bot 8,Joe's Null Bot,Operational
2233,Joe's Null Bot 12,Joe's Null Bot,Exception management
2234,Joe's Null Bot 4,Joe's Null Bot,Operational
2235,Joe's Null Bot 10,Joe's Null Bot,Operational
2236,Joe's Null Bot 9,Joe's Null Bot,Operational
2237,Joe's Null Bot 5,Joe's Null Bot,Operational
2238,Joe's Null Bot 13,Joe's Null Bot,Operational
2239,Joe's Null Bot 3,Joe's Null Bot,Operational
2240,Joe's Null Bot,Joe's Null Bot,Operational
2241,Joe's Null Bot 7,Joe's Null Bot,Operational
2242,Joe's Null Bot 11,Joe's Null Bot,Operational
2243,Joe's Null Bot 6,Joe's Null Bot,Operational
2244,Joe's Null Bot 14,Joe's Null Bot,Operational
2245,Joe's Null Bot 2,Joe's Null Bot,Operational
2246,Joe's Olympic Bot,Joe's Olympic Bot,Operational
2247,Joe's Olympic Bot 2,Joe's Olympic Bot,Operational
2248,JoeBot,JoeBot,Operational
2249,Joel's Bot,Joel's Bot,Other
2250,JoelHelperBot,JoelHelperBot,Operational
2251,Jogersbot 3,Jogersbot,Operational
2252,Jogersbot 5,Jogersbot,Operational
2253,Jogersbot 4,Jogersbot,Operational
2254,Jogersbot 2,Jogersbot,Task allocation
2255,Jogersbot,Jogersbot,Operational
2256,Jogersbot 6,Jogersbot,Operational
2257,JohandBot,JohandBot,Exception management
2258,John Bot 2,John Bot,Operational
2259,John Bot 3,John Bot,Task allocation
2260,John Bot,John Bot,Operational
2261,John Bot 4,John Bot,Operational
2262,John Bot II 3,John Bot II,Operational
2263,John Bot II,John Bot II,Operational
2264,John Bot II 2,John Bot II,Operational
2265,John Bot III,John Bot III,Exception management
2266,John Bot IV,John Bot IV,Exception management
